2025-09-19 17:04:46.905 | INFO     | core.vectorstore:initialize_vectorstore_for_edition:103 - Initializing vectorstore for 4th Edition
2025-09-19 17:04:46.906 | INFO     | core.vectorstore:initialize_vectorstore:86 - Loading existing vectorstore from /Users/mac/fivv/drmichelrice/BeaconMedAI/src/data/vectorstore_8k_batch_4th
2025-09-19 17:04:54.301 | INFO     | auth.authentication:validate_login:30 - Successful login for user: Tim
2025-09-19 17:04:54.302 | INFO     | __main__:login:177 - User Tim logged in
2025-09-19 17:05:03.251 | INFO     | core.vectorstore:initialize_vectorstore_for_edition:103 - Initializing vectorstore for 4th Edition
2025-09-19 17:05:03.252 | INFO     | core.vectorstore:initialize_vectorstore:86 - Loading existing vectorstore from /Users/mac/fivv/drmichelrice/BeaconMedAI/src/data/vectorstore_8k_batch_4th
2025-09-19 17:05:03.399 | INFO     | core.user_data:__init__:36 - 
==================================================
NEW USER SESSION CREATED
Username: Tim
User ID: 045345db-b940-4312-9534-9cc8335aadfe
==================================================

2025-09-19 17:05:03.399 | INFO     | core.user_data:get_user_data:97 - Created new user data for: Tim
2025-09-19 17:05:03.401 | INFO     | __main__:generate:245 - Saved file: /var/folders/gg/t11kyrr16ndcf_c64k2qtbr40000gn/T/tmpuqljrcmz/AMA_Sample_Medical_Report_1.pdf, size: 54.98 KB
2025-09-19 17:05:03.402 | INFO     | __main__:collect_file_results:101 - Processing file: /var/folders/gg/t11kyrr16ndcf_c64k2qtbr40000gn/T/tmpuqljrcmz/AMA_Sample_Medical_Report_1.pdf, size: 54.98 KB
2025-09-19 17:05:03.402 | INFO     | processors.file_processors:process_file:33 - User Tim started processing 1 files
2025-09-19 17:05:03.402 | INFO     | __main__:__call__:83 - Progress: Processing file (0.0/None None)
2025-09-19 17:05:03.403 | INFO     | core.user_data:get_user_data:99 - Retrieved existing user data for: Tim
2025-09-19 17:05:03.403 | INFO     | __main__:__call__:83 - Progress: Processing file (0.1/None None)
2025-09-19 17:05:03.403 | INFO     | processors.file_processors:process_single_file:52 - Processing file /var/folders/gg/t11kyrr16ndcf_c64k2qtbr40000gn/T/tmpuqljrcmz/AMA_Sample_Medical_Report_1.pdf (1/1)
2025-09-19 17:05:03.403 | INFO     | __main__:__call__:83 - Progress: Processing file (0.05/None None)
2025-09-19 17:05:03.403 | INFO     | processors.file_processors:get_report_from_pdf:107 - Loading PDF /var/folders/gg/t11kyrr16ndcf_c64k2qtbr40000gn/T/tmpuqljrcmz/AMA_Sample_Medical_Report_1.pdf for user Tim
2025-09-19 17:05:03.463 | INFO     | core.user_data:get_user_data:99 - Retrieved existing user data for: Tim
2025-09-19 17:05:03.463 | INFO     | __main__:__call__:83 - Progress: Getting report (0.3/None None)
2025-09-19 17:05:03.463 | INFO     | __main__:__call__:83 - Progress: Getting report (0.05/None None)
2025-09-19 17:05:03.463 | INFO     | generators.report_generator:get_ama_impairment_report:55 - Generating impairment report for user Tim
2025-09-19 17:05:03.463 | INFO     | core.user_data:get_user_data:99 - Retrieved existing user data for: Tim
2025-09-19 17:05:03.463 | INFO     | __main__:__call__:83 - Progress: Getting report (0.1/None None)
2025-09-19 17:05:06.397 | INFO     | __main__:__call__:83 - Progress: Getting report (0.2/None None)
2025-09-19 17:05:06.398 | INFO     | __main__:__call__:83 - Progress: Getting report (0.3/None None)
2025-09-19 17:05:06.398 | INFO     | utils.helpers:get_metadata_filter:267 - Starting metadata filter generation
2025-09-19 17:05:07.888 | DEBUG    | utils.helpers:get_metadata_filter:288 - Extracted 11 terms: ['traumatic brain injury', 'neurological assessment', 'fractured right clavicle', 'lumbar disc herniation', 'disc protrusion', 'physical therapy', 'pain management', 'psychological trauma', 'post-accident anxiety', 'depression', 'panic attacks']
2025-09-19 17:05:07.888 | WARNING  | utils.helpers:get_metadata_filter:334 - No chapters found; using term-based filter only.
2025-09-19 17:05:07.888 | INFO     | utils.helpers:get_metadata_filter:335 - Term-based filter: {'terms': ['imaging', 'limited', 'fractured right clavicle', 'panic attacks', 'fractured', 'traumatic brain injury', 'misalignment', 'physical therapy', 'pain management', 'assessment', 'motion', 'neurological assessment', 'post-accident anxiety', 'x-ray', 'pain', 'mri', 'lumbar disc herniation', 'disc protrusion', 'neurological', 'depression']}
2025-09-19 17:05:07.888 | INFO     | generators.report_generator:get_ama_impairment_report:101 - Using term-based query: imaging limited fractured right clavicle panic attacks fractured traumatic brain injury misalignment physical therapy pain management assessment motion neurological assessment post-accident anxiety x-ray pain mri lumbar disc herniation disc protrusion neurological depression
2025-09-19 17:05:07.888 | INFO     | generators.report_generator:get_ama_impairment_report:105 - Retrieving AMA content with k=3, fetch_k=15, lambda_mult=0.5 based on 112 unique words
2025-09-19 17:05:09.295 | INFO     | generators.report_generator:get_ama_impairment_report:110 - Initially retrieved 6 documents
2025-09-19 17:05:09.295 | INFO     | __main__:__call__:83 - Progress: Getting report (0.35/None None)
2025-09-19 17:05:10.942 | INFO     | generators.report_generator:get_ama_impairment_report:114 - Reranked to 3 documents
2025-09-19 17:05:10.951 | INFO     | __main__:__call__:83 - Progress: Getting report (0.4/None None)
2025-09-19 17:05:26.623 | INFO     | __main__:__call__:83 - Progress: Getting report (0.5/None None)
2025-09-19 17:05:26.624 | INFO     | __main__:__call__:83 - Progress: Getting report (0.6/None None)
2025-09-19 17:05:53.861 | INFO     | generators.report_generator:get_ama_impairment_report:153 - Generated impairment report for user Tim
2025-09-19 17:05:53.862 | INFO     | __main__:__call__:83 - Progress: Getting report (0.9/None None)
2025-09-19 17:05:53.883 | INFO     | __main__:__call__:83 - Progress: Getting report (1.0/None None)
2025-09-19 17:05:53.917 | INFO     | __main__:__call__:83 - Progress: Getting report (1.0/None None)
2025-09-19 17:05:53.917 | INFO     | __main__:__call__:83 - Progress: Processing file (0.9/None None)
2025-09-19 17:05:53.918 | INFO     | __main__:__call__:83 - Progress: Getting report (0.1/None None)
2025-09-19 17:05:53.918 | INFO     | generators.combiner:get_combine_reports:30 - Combining reports for user Tim
2025-09-19 17:05:53.918 | INFO     | core.user_data:get_user_data:99 - Retrieved existing user data for: Tim
2025-09-19 17:05:53.944 | INFO     | generators.combiner:get_combine_reports:45 - Similarity with previous input 1: 0.4622
2025-09-19 17:05:53.944 | INFO     | __main__:__call__:83 - Progress: Getting report (0.2/None None)
2025-09-19 17:05:53.946 | INFO     | __main__:__call__:83 - Progress: Getting report (0.3/None None)
